mode,n_ranks,n_elem,setup_s,write_s,readback_s,compute_s,writeback_s,confirm_read_s,total_s,bad
eager,256,16777216,0.164470,2.714081,0.000000,0.000000,0.000000,0.459028,3.173109,0
