mode,n_ranks,n_elem,setup_s,write_s,readback_s,compute_s,writeback_s,confirm_read_s,total_s,bad
eager,32,16777216,0.235550,2.588600,0.000000,0.000000,0.000000,0.455825,3.044425,0
